CustomerID,ReferrerID,PointsBalance,ExpiryDate,TelegramUserID,VerificationCode,Admin ผู้สร้าง,ReferralCount,ActiveCampaign
OT1374,,0,12/10/2025,,8976,TR,,
OT490,,0,19/10/2025,5271471965,,TR,,
OT1375,,0,19/10/2025,8381056510,,TR,,
OT877,,0,12/10/2025,,4198,KR,,
OT1376,,0,19/10/2025,5862508787,,TR,,
OT1377,,0,12/10/2025,,2280,TR,,
OT1378,,0,12/10/2025,,9446,g.,,
OT1379,,0,19/10/2025,8383827875,,AA,,
OT1380,,0,12/10/2025,,3534,KR,,
OT1381,,0,19/10/2025,8290054231,,g.,,
OT1382,,0,12/10/2025,,4955,g.,,
OT459,,0,12/10/2025,,7759,KR,,
OT248,,0,19/10/2025,1394718050,,g.,,
OT1383,,0,19/10/2025,8335289082,,g.,,
OT1384,,0,12/10/2025,,5346,AA,,
OT208,,0,19/10/2025,5659869143,,JK,,
OT308,,0,12/10/2025,,6923,Telegran,,
OT1385,,0,26/10/2025,6436077336,,JK,,
OT357,,0,19/10/2025,5022899169,,AA,,
OT227,,0,12/10/2025,,4801,g.,,
OT1386,,0,12/10/2025,,4951,JK,,
OT102,,0,19/10/2025,8090854270,,P,,
OT1388,,0,15/11/2025,8424822911,,JK,1,Nov 2025 Campaign
OT1387,,0,19/10/2025,7991967091,,KR,,
OT305,,100,02/12/2025,,7508,g.,1,Nov 2025 Campaign
OT1389,,0,12/10/2025,,5330,T,,
OT1390,,0,12/10/2025,,6672,P,,
OT1391,,0,12/10/2025,,3574,Telegran,,
OT1392,,0,12/10/2025,,1192,AA,,
OT1393,,0,19/10/2025,5505094644,,T,,
OT1394,,0,12/10/2025,,5186,g.,,
OT1395,,0,12/10/2025,,6035,g.,,
OT1396,,0,12/10/2025,,9092,g.,,
OT1397,,0,12/10/2025,,3814,g.,,
OT1398,,0,19/10/2025,1140371739,,g.,,
OT1399,,0,12/10/2025,,5720,g.,,
OT449,,0,19/10/2025,8293539628,,Telegran,,
OT709,,0,19/10/2025,7861868741,,Kethie246,,
OT1400,,0,13/10/2025,,6837,Kethie246,,
OT99,,0,13/10/2025,,8690,Kethie246,,
OT1401,,0,13/10/2025,,1822,Kethie246,,
OT535,,0,13/10/2025,,4747,Kethie246,,
OT728,,150,02/12/2025,8442226605,,KR,1,Nov 2025 Campaign
OT819,,0,13/10/2025,,3367,KR,,
OT1402,,0,20/10/2025,8067521568,,Telegran,,
OT1403,,0,13/10/2025,,3770,P,,
OT485,,0,13/10/2025,,7260,KR,,
OT1404,,0,13/10/2025,,9253,JK,,
OT496,,0,20/10/2025,6113009098,,JK,,
OT1405,,0,20/10/2025,7526109395,,JK,,
OT1406,,0,13/10/2025,,4456,g.,,
OT1407,,0,20/10/2025,1958808982,,g.,,
OT1408,,0,13/10/2025,,9639,AA,,
OT1409,,0,20/10/2025,7965013557,,TR,,
OT856,,0,13/10/2025,,9540,T,,
OT1410,,0,13/10/2025,,3562,JK,,
OT349,,0,13/10/2025,,2921,TR,,
OT1411,,0,13/10/2025,,8434,AA,,
OT1412,,0,20/10/2025,1703263043,,Telegran,,
OT1413,,0,13/10/2025,,4611,g.,,
OT1414,,0,20/10/2025,6525579794,,g.,,
OT1415,,0,13/10/2025,,7349,T,,
OT420,,0,20/10/2025,1626008470,,g.,,
OT772,,0,13/10/2025,,1738,g.,,
OT1416,,0,20/10/2025,8025625986,,TR,,
OT1417,,0,13/10/2025,,5182,g.,,
OT1418,,0,20/10/2025,8068332112,,P,,
OT408,,0,13/10/2025,,5075,T,,
OT708,,0,13/10/2025,,2134,JK,,
OT1419,,0,20/10/2025,7130011155,,g.,,
OT1420,,0,13/10/2025,,6409,T,,
OT592,,0,20/10/2025,8175017830,,Telegran,,
OT1422,,0,20/10/2025,6455113030,,AA,,
OT1421,,0,13/10/2025,,9891,TR,,
OT1423,,0,13/10/2025,,9467,g.,,
OT1424,,0,13/10/2025,,7389,JK,,
OT1425,,0,13/10/2025,,1126,TR,,
OT1426,,0,13/10/2025,,2574,Kethie246,,
OT460,,0,20/10/2025,8260650439,,JK,,
OT1427,,0,13/10/2025,,8224,AA,,
OT965,,0,20/10/2025,7750311072,,Kethie246,,
OT130,,0,21/10/2025,6459761411,,Kethie246,,
OT1429,,0,14/10/2025,,9476,Kethie246,,
OT429,,0,14/10/2025,,2204,TR,,
OT1430,,0,14/10/2025,,5873,TR,,
OT1431,,0,14/10/2025,,7792,TR,,
OT1432,,0,28/10/2025,8455688846,,TR,,
OT1068,,0,21/10/2025,7734024151,,KR,,
OT1433,,0,21/10/2025,7321692483,,TR,,
OT1434,,0,21/10/2025,,4593,TR,,
OT1435,,0,14/10/2025,,1026,AA,,
OT1436,,0,14/10/2025,,2281,Telegran,,
OT106,,0,21/10/2025,6222370111,,Telegran,,
OT1437,,0,21/10/2025,6061980808,,AA,,
OT220,,0,14/10/2025,,3034,Telegran,,
OT1438,,0,21/10/2025,6046788423,,Telegran,,
OT842,,0,14/10/2025,,6707,P,,
OT1439,,0,21/10/2025,6052024249,,g.,,
OT1440,,0,14/10/2025,,9897,g.,,
OT1441,,0,21/10/2025,1871950486,,Telegran,,
OT1442,,0,21/10/2025,8445750684,,TR,,
OT202,,0,14/10/2025,,6930,T,,
OT1443,,0,14/10/2025,,9226,AA,,
OT1444,,0,21/10/2025,1831064810,,AA,,
OT1445,,0,21/10/2025,8497285776,,g.,,
OT493,,0,14/10/2025,,5759,Telegran,,
OT148,,0,21/10/2025,6202144766,,TR,,
OT2,,0,21/10/2025,6629719146,,TR,,
OT1446,,0,14/10/2025,,7769,Telegran,,
OT1447,,0,14/10/2025,,8892,KR,,
OT1448,,0,14/10/2025,,2836,KR,,
OT1449,,0,14/10/2025,,7536,g.,,
OT261,,0,14/10/2025,,2002,g.,,
OT52,,0,14/10/2025,,3489,g.,,
OT1450,,0,14/10/2025,,3120,JK,,
OT1451,,0,14/10/2025,,6929,JK,,
OT1452,,0,21/10/2025,8275223391,,Telegran,,
OT1453,,0,14/10/2025,,1207,Kethie246,,
OT1455,,0,28/10/2025,522614974,,g.,,
OT1454,,0,14/10/2025,,1820,T,,
OT1456,,0,21/10/2025,6182711562,,AA,,
OT1458,,0,14/10/2025,,4258,g.,,
OT1459,,0,14/10/2025,,7775,Telegran,,
OT1457,,0,21/10/2025,6947058596,,Kethie246,,
OT1460,,0,04/11/2025,8403412438,,g.,,
OT316,,0,21/10/2025,8274124101,,Kethie246,,
OT1461,,300,14/12/2025,,5301,Kethie246,3,Nov 2025 Campaign
OT1462,,0,21/10/2025,5874704204,,Kethie246,,
OT1463,,0,15/10/2025,,4659,Kethie246,,
OT481,,0,15/10/2025,,8947,Kethie246,,
OT1464,,0,22/10/2025,5572845620,,KR,,
OT1465,,0,15/10/2025,,8509,TR,,
OT888,,0,15/10/2025,,3115,g.,,
OT745,,0,15/10/2025,,3664,KR,,
OT556,,0,22/10/2025,6060100862,,TR,,
OT1466,,0,22/10/2025,2017506556,,g.,,
OT445,,0,22/10/2025,8142545028,,T,,
OT945,,0,15/10/2025,,5269,P,,
OT1467,,0,22/10/2025,5197180285,,g.,,
OT218,,0,15/10/2025,,5083,KR,,
OT1468,,0,15/10/2025,,1848,g.,,
OT1469,,0,22/10/2025,6100881365,,TR,,
OT1470,,0,15/10/2025,,3119,g.,,
OT437,,0,22/10/2025,8308717144,,Telegran,,
OT1471,,0,29/10/2025,7941201095,,g.,,
OT1472,OT1471,0,29/10/2025,8435899522,,KR,1,Nov 2025 Campaign
OT53,,0,22/10/2025,5822051921,,g.,,
OT320,,0,22/10/2025,6237631760,,Telegran,,
OT792,,0,15/10/2025,,6375,P,,
OT1473,,0,15/10/2025,,9686,Telegran,,
OT1474,,0,29/10/2025,6383672026,,g.,,
OT1475,,0,22/10/2025,8462336192,,AA,,
OT1476,,0,22/10/2025,5606731496,,AA,,
OT1477,,0,15/10/2025,,8605,AA,,
OT1478,,0,22/10/2025,7631901878,,Telegran,,
OT1479,,0,15/10/2025,,9898,Telegran,,
OT134,,0,22/10/2025,6210314891,,TR,,
OT113,,0,15/10/2025,,3742,JK,,
OT895,,0,22/10/2025,7058641584,,P,,
OT912,,0,15/10/2025,,9134,KR,,
OT1480,,0,15/10/2025,,7002,P,,
OT1481,,0,22/10/2025,7120639357,,KR,,
OT1482,,0,22/10/2025,8035688829,,g.,,
OT1483,,0,22/10/2025,8332381579,,g.,,
OT46,,0,22/10/2025,7502006566,,KR,,
OT1484,,0,22/10/2025,7649271641,,TR,,
OT1485,,0,15/10/2025,,2199,KR,,
OT330,,0,15/10/2025,,9433,TR,,
OT1486,,0,15/10/2025,,1858,KR,,
OT1033,,0,22/10/2025,5285589167,,AA,,
OT1487,,0,15/10/2025,,5087,KR,,
OT1488,,0,22/10/2025,8020217342,,JK,,
OT1489,,0,15/10/2025,,1219,T,,
OT1490,,0,15/10/2025,,2581,g.,,
OT512,,0,15/10/2025,,7116,Kethie246,,
OT1491,,0,15/10/2025,,3544,g.,,
OT1492,,0,15/10/2025,,9441,JK,,
OT1493,,0,22/10/2025,8465291633,,Telegran,,
OT324,,0,22/10/2025,,3899,KR,,
OT137,,0,22/10/2025,6293818958,,Telegran,,
OT92,,0,22/10/2025,5986280298,,Kethie246,,
OT1494,,0,15/10/2025,,9958,Telegran,,
OT128,,0,22/10/2025,5128202598,,Kethie246,,
OT1495,,0,15/10/2025,,6495,Kethie246,,
OT1496,,0,16/10/2025,,1956,Kethie246,,
OT288,,0,23/10/2025,7031592552,,Kethie246,,
OT85,,0,16/10/2025,,9321,KR,,
OT1497,,0,16/10/2025,,1033,TR,,
OT434,,0,16/10/2025,,4161,TR,,
OT352,,0,16/10/2025,,9110,KR,,
OT634,,0,23/10/2025,6184417734,,KR,,
OT1498,,0,23/10/2025,6143976255,,KR,,
OT200,,0,30/10/2025,8264024701,,KR,,
OT1500,,0,23/10/2025,7703771948,,g.,,
OT1501,,0,23/10/2025,8360167017,,g.,,
OT347,,0,16/10/2025,,8959,KR,,
OT1499,,0,23/10/2025,7546752151,,T,,
OT1502,,0,16/10/2025,,6104,TR,,
OT1503,,0,16/10/2025,,4080,JK,,
OT1504,,0,16/10/2025,,2992,g.,,
OT1505,,0,16/10/2025,,6569,AA,,
OT203,,0,16/10/2025,,5191,AA,,
OT230,,0,16/10/2025,,7113,AA,,
OT1506,,0,16/10/2025,,8692,Telegran,,
OT1507,,0,16/10/2025,,3429,AA,,
OT1508,OT1291,0,16/10/2025,,9330,g.,,
OT1509,,0,23/10/2025,8069220464,,AA,,
OT1510,,0,23/10/2025,1220460555,,KR,,
OT1511,,0,23/10/2025,7600397744,,JK,,
OT1512,,0,16/10/2025,,2991,P,,
OT575,,0,16/10/2025,,4790,T,,
OT1077,,0,23/10/2025,8116445708,,AA,,
OT1513,,0,16/10/2025,,3496,AA,,
OT1514,,0,16/10/2025,,9174,KR,,
OT1515,,0,30/10/2025,8377348095,,TR,,
OT891,,0,23/10/2025,1494158011,,Telegran,,
OT1516,,0,23/10/2025,8280257539,,g.,,
OT95,,0,23/10/2025,7998951097,,AA,,
OT1517,,0,23/10/2025,5711421198,,g.,,
OT1518,,0,23/10/2025,1936093684,,KR,,
OT1519,,0,16/10/2025,,9355,g.,,
OT1520,,0,16/10/2025,,1812,P,,
OT1521,,0,23/10/2025,8301474450,,KR,,
OT1522,,0,23/10/2025,7478205985,,Telegran,,
OT840,,0,16/10/2025,,6414,KR,,
OT223,,0,16/10/2025,,1269,TR,,
OT1523,,0,23/10/2025,7526653865,,AA,,
OT787,,0,23/10/2025,5029630839,,JK,,
OT212,,0,16/10/2025,,5992,g.,,
OT1525,,0,16/10/2025,,7378,AA,,
OT1524,,0,16/10/2025,,1129,T,,
OT811,,0,23/10/2025,2090986341,,g.,,
OT636,,0,16/10/2025,,8326,g.,,
OT1526,,0,23/10/2025,7974608960,,g.,,
OT1527,,0,23/10/2025,8494651566,,KR,,
OT749,,0,16/10/2025,,7306,g.,,
OT880,,0,16/10/2025,,9348,g.,,
OT334,,0,23/10/2025,1499766123,,KR,,
OT269,,0,23/10/2025,5811726148,,g.,,
OT251,,0,23/10/2025,6242947359,,KR,,
OT1528,,0,16/10/2025,,2269,g.,,
OT1529,,0,16/10/2025,,6606,T,,
OT1530,,0,16/10/2025,,5755,g.,,
OT1000,,0,16/10/2025,,1797,g.,,
OT1531,,0,16/10/2025,,6486,g.,,
OT985,,0,16/10/2025,,4682,g.,,
OT1532,,0,16/10/2025,,4332,AA,,
OT1533,,0,16/10/2025,,1155,AA,,
OT292,,0,16/10/2025,,8807,AA,,
OT851,,0,23/10/2025,6023744606,,AA,,
OT1534,,0,30/10/2025,8280185217,,g.,,
OT1535,,0,16/10/2025,,5091,Telegran,,
OT1536,,0,23/10/2025,8329517065,,P,,
OT112,,0,16/10/2025,,7822,P,,
OT166,,0,16/10/2025,,6350,P,,
OT1537,,0,23/10/2025,8397297601,,Kethie246,,
OT1538,,0,16/10/2025,,3764,Kethie246,,
OT65,,0,17/10/2025,,7366,Kethie246,,
OT1539,,0,17/10/2025,,2355,Kethie246,,
OT1540,,0,24/10/2025,935772487,,Kethie246,,
OT1541,,0,24/10/2025,8103699174,,Kethie246,,
OT1542,,0,17/10/2025,,4640,Kethie246,,
OT1543,,0,24/10/2025,5225559246,,Kethie246,,
OT209,,0,17/10/2025,,5786,Kethie246,,
OT24,,0,24/10/2025,8216735950,,TR,,
OT1544,,0,24/10/2025,6255044249,,KR,,
OT596,,0,17/10/2025,,7656,KR,,
OT1545,,0,17/10/2025,,7731,TR,,
OT1546,,0,24/10/2025,7637184690,,TR,,
OT1548,,0,24/10/2025,8496584546,,g.,,
OT1547,,0,17/10/2025,,9844,KR,,
OT254,,0,24/10/2025,1940643238,,AA,,
OT1549,,0,24/10/2025,5595110408,,KR,,
OT300,,0,17/10/2025,,7302,g.,,
OT1550,,0,31/10/2025,8281547195,,P,1,Nov 2025 Campaign
OT1551,,0,24/10/2025,1518194078,,AA,,
OT1552,,0,24/10/2025,8380717594,,AA,,
OT1553,,0,24/10/2025,7009858786,,KR,,
OT1554,,0,24/10/2025,6468576624,,JK,,
OT1556,,0,24/10/2025,8478329415,,KR,,
OT1555,,0,17/10/2025,,1333,P,,
OT584,,0,17/10/2025,,8432,T,,
OT1558,,0,17/10/2025,,3185,Telegran,,
OT165,,0,17/10/2025,,5164,TR,,
OT1557,,0,17/10/2025,,6180,P,,
OT1559,,0,17/10/2025,,1871,Telegran,,
OT1560,,0,17/10/2025,,7848,T,,
OT1562,,0,24/10/2025,8466709901,,TR,,
OT1561,,0,17/10/2025,,5246,P,,
OT1563,,0,17/10/2025,,1663,Telegran,,
OT1564,,0,17/10/2025,,9244,AA,,
OT1565,,0,17/10/2025,,5546,Telegran,,
OT1566,,0,17/10/2025,,2897,JK,,
OT1568,,0,24/10/2025,1945025832,,g.,,
OT1567,,0,24/10/2025,5914830013,,JK,,
OT1569,,0,17/10/2025,,7694,P,,
OT1570,,0,17/10/2025,,5720,KR,,
OT978,,0,24/10/2025,6156495328,,KR,,
OT1571,,0,24/10/2025,8475943608,,P,,
OT656,,0,24/10/2025,6256717123,,Telegran,,
OT1572,,0,24/10/2025,1831068402,,AA,,
OT744,,0,24/10/2025,7686744146,,TR,,
OT970,,0,17/10/2025,,4666,g.,,
OT1573,,0,17/10/2025,,2558,T,,
OT1574,,0,17/10/2025,,6219,g.,,
OT1575,,0,24/10/2025,6244026712,,Telegran,,
OT789,,0,17/10/2025,,9574,AA,,
OT1576,,0,17/10/2025,,9451,g.,,
OT1577,,0,17/10/2025,,6959,g.,,
OT809,,0,24/10/2025,8206687178,,AA,,
OT1578,,0,24/10/2025,6015051966,,g.,,
OT1579,,0,24/10/2025,8463582595,,Telegran,,
OT487,,0,17/10/2025,,3765,KR,,
OT1580,,0,17/10/2025,,2523,g.,,
OT1581,,0,17/10/2025,,2903,g.,,
OT1582,,100,30/11/2025,,2422,JK,1,Nov 2025 Campaign
OT1583,,0,24/10/2025,8484894814,,AA,,
OT1584,,0,24/10/2025,6585361059,,Telegran,,
OT1585,,0,17/10/2025,,3268,AA,,
OT1586,,0,24/10/2025,8106539232,,AA,,
OT1587,,0,17/10/2025,,8626,T,,
OT1588,,0,17/10/2025,,9043,Kethie246,,
OT606,,0,24/10/2025,8445163628,,Kethie246,,
OT855,,0,25/10/2025,8269311741,,Kethie246,,
OT1589,,0,18/10/2025,,5897,Kethie246,,
OT1590,,0,18/10/2025,,3549,Kethie246,,
OT1591,,0,18/10/2025,,1922,Kethie246,,
